ແບ່ງບໍ່ໄດ້,indivisible,beng bor dai,adj
ແບ່ງເບົາ,relieve,beng bao,v
ແບ່ງເບົາ,lessen,beng bao,v
ແບ່ງປັນ,share with each other,beng pan,v
ແບ່ງປັນກັນ,share with each other,beng pan kan,v
ແບ່ງພາກ,be incognito,beng phak,v
ແບ່ງໃຫ້,disperse,beng hai,v
ແບ່ງອອກ,divide up,beng ork,v
ແບ້ງ,banknote,beng,n
ໂບງ,tree,bong,n
ໂບງ,a source of guttapercha,bong,n
ເບນ,incline,ben,v
ເບນ,slant,ben,v
ເບນ,turn to one side,ben,v
ເບນກັນລະຍານີ,woman with the five charms: hair,ben ka la ya ni,n
ເບນກັນລະຍານີ,lips,ben ka la ya ni,n
ເບນກັນລະຍານີ,teeth,ben ka la ya ni,n
ເບນກັນລະຍານີ,skin and youth,ben ka la ya ni,n
ເບນຈະ,five,ben cha,n
ເບນຈະ,fifth,ben cha,n
ເບນຈະມາດ,chrysanthemum,ben cha mat,n
ເບນສິລ,the five priciples,ben sil,n
ເບນຊິນ,benzine,ben xin,n
ເບນເພດ,twenty-five,ben phet,n
ເບນພັນ,of five kinds,ben phan,adv
ເບນຣົງ,the five primary colors,ben rong,n
ແບນ,flat,baen,adj
ແບນ,smooth,baen,adj
ແບນໃສ່ປາ,flat basket for fish,baen say pa,n
ແບນຕີນແບນມື,be fidgety,baen tin baen meu,v
ແບນມື,to open one’s hand,baen meu,n
ແບ່ນ,throw,baen,v
ແບ່ນກ້ອນຫີນ,throw stones,baen kon hin,v
ແບ່ນຖິ້ມ,throwaway,baen therm,v
ແບ້ນ,penis,baen,n
ແບ້ນ,rod,baen,n
ເບັບ,cook,bep,n
ແບບ,model,baep,n
ແບບ,sample,baep,n
ແບບ,pattern,baep,n
ແບບຈຳລອງ,rply,baep cham long,n
ແບບຈຳລອງ,rejoinder,baep cham long,n
ແບບສະບັບ,example,baep sa bab,n
ແບບສະບັບ,standard,baep sa bab,n
ແບບສອນອ່ານ,readind text book,baep son an,n
ແບແຜນ,tradition,baep phen,n
ແບແຜນ,model,baep phen,n
ແບແຜນ,plan,baep phen,n
ແບບຝຶກຫັດ,exercise,baep pheuk hat,n
ແບບຝຶກຫັດ,physical exercise,baep pheuk hat,n
ແບບພິມ,printed formproof copy,baep phim,n
ແບບພິທີ,ceremony,baep phi thi,n
ແບບພິທີ,formality,baep phi thi,n
ແບບຢ່າງ,example,baep yang,n
ແບບຮຽນ,textbook,baep hian,n
ບົກ,land,bok,n
ບົກ,dry land,bok,n
ບົກ,arid land,bok,n
ບົກຄາຍ,tree,bok khay,n
ບົກບາງ,lacking,bok bang,adj
ບົກບາງ,deficient,bok bang,adj
ບົກບາງລົງ,reduce,bok bang long,v
ບົກບາງລົງ,deminish,bok bang long,v
ບົກພ່ອງ,lack,bok phong,n
ບົກພ່ອງ,deficiency,bok phong,n
ບົກລົງ,recede (of water),bok long,v
ບົງ,plant,bong,v
ບົງ,voucher,bong,v
ບົງກົດ,lotus,bong kot,n
ບົງຂົມ,a bamboo with bitter-tasting shoots used medicinally,bong khom,n
ບົງຕົ້ນໄມ້,plant trees,bong ton mai,v
ບົງຜັກ,transplant vegetables,bong phak,v
ບົງຫວານ,a bamboo with sugary shoots used medicnally,bong wan,n
ບົ່ງ,extricate,bong,v
ບົ່ງ,extract with a needle,bong,v
ບົ່ງການ,direct,bong kan,v
ບົ່ງການ,supervise,bong kan,v
ບົ່ງການ,dictat,bong kan,v
ບົ່ງສະຫນາມ,pull out a thorn,bong sa nam,v
ບົ່ງຕົວ,refer to someone,bong tua,v
ບົ່ງເຖິງ,refer to,bong therng,v
ບົ່ງເຖິງ,allude to,bong therng,v
ບົ່ງເຖິງ,mean,bong therng,v
ບົ່ງບັນຊາການ,command,bong ban xa kan,v
ບົ່ງບັນຊາການ,order,bong ban xa kan,v
ບົ່ງຝິ,lance an abscess,bong phi,v
ບົ່ງໄວ້,point out,bong vay,v
ບົ່ງໄວ້,specify,bong vay,v
ບົ່ງໄວ້,indicate,bong vay,v
ບົ່ງຫນອງ,pierce an abscess,bong nong,v
ບົ່ງຫນາມ,pull out a thorn,bong nam,v
ບົ່ງຫມາກສຸກ,vaccinate,bong mak suk,v
ບົ້ງ,caterpillar,bong,n
ບົ້ງກະເລັນ,large green hairy caterpillar,bong ka len,n
ບົ້ງກື,millipede,bong keu,n
ບົ້ງໂກ່,large white caterpillar,bong ko,n
ບົ້ງຂົນ,hairy caterpillar,bong khon,n
ບົ້ງຄືບ,inchworm,bong kheup,n
ບົ້ງຊ້າງ,plant,bong xang,n
ບົ້ງນັ່ງ,tree,bong nang,n
ບົ້ງເລັນ,big white or green caterpillar,bong len,n
ບົ້ງຫານ,urtica caterpillar,bong han,n
ບົດ,Writing,bot,v
ບົດ,grind,bot,v
ບົດຄວາມ,article,bot khuam,n
ບົດທ້ອງຂຶ້ນໃຈ,recitation,bot thong kheun chay,adj
ບົດນຳ,editorial,bot nam,n
ບົດບັນນາທີການ,editorial,bot nam,n
ບົດບາດ,role,bot bat,n
ບົດແປ້ງ,grind,bot peng,v
ບົດພາວະນາ,devotional lesson,bot pha va na,n
ບົດເພງ,song,bot peng,adj
ບົດລະຄອນ,play,bot la khon,n
ບົດລະຄອນ,script,bot la khon,n
ບົດວິຈານ,commentary,bot vi chan,n
ບົດເລື້ອງ,ruminant,bot leung,n
ບົດຮຽນ,lesson,bot hian,n
ບົນ,top,bon,prep
ບົນ,to bribe,bon,prep
ບົນສະຫວັນ,in heaven,bon sa vanh,adv
ບົນບອກ,tell,bon bok,v
ບົນບອກ,instruct,bon bok,v
ບົນບານ,vow,bon ban,v
ບົນບານ,pray for help,bon ban,v
ບົນເວຫາ,in the air,bon ve ha,adv
ບົນເຮືອ,aborad,bon heu,adv
ບົນເຮືອ,on board,bon heu,adv
ບົນເຮືອນ,on the house,bon heun,adv
ບົນເຮືອນ,in the house,bon heun,adv
ບົ່ມ,ripen,bom,v
ບົມກ້ວຍ7,ripen bananas,bom kuay,v
ໂບ,bow,bo,n
ໂບ,ribbon,bo,n
ໂບຮານສະຖານ,ruined,bo han sa than,adj
ໂບຮານສະຖານ,decayed,bo han sa than,adj
ໂບກ,tube,bok,n
ໂບກ,cylinder,bok,n
ໂບກ,section of bamboo,bok,n
ໂບກຂະຣະນີ,lotus pond,bok kha ra ni,n
ໂບກຂະຣະພັດ,legendary rain which wets only those who desire to be wet and leaves those dry who do not want to be wet,bok kha ra phet,n
ໂບກຂອນ,lotus or leaf of the lotus,bok phon,n
ໂບກສະບັດ,wave in the wind,bok sa bat,v
ໂບກທຸງ,wave a flag,bok thung,v
ໂບກປະທາຍ,roughcast,bok pa thay,adj
ໂບກປູນ,plaster,bok phun,v
ໂບກມື,wave one hand,bok meu,v
ໂບດ,place of worship,bot,n
ໂບດ,church,bot,n
ໂບດແຂກ,mosque,bot khek,n
ໂບດຄຸນພໍ່,Catholic church,bot khun phor,n
ໂບດຍິວ,synagogue,bot yiv,n
ໂບດຝລັ່ງ,church,bot pha lang,n
ໂບດວິຫານ,pagoda,bot vi han,n
ໂບດວິຫານ,Buddhist temple,bot vi han,n
ໂບດໃຫຍ່,cathedral,bot yay,n
ໂບມ,big tray for aerating sticky rice,bom,n
ເບາະ,cushion,bor,n
ເບາະ,is that so?,bor,n
ບໍ,insane,bor,adj
ບໍ,crazy,bor,adj
ບໍດີ,sir,bor de,n
ບໍດີ,owner,bor de,n
ບໍດີ,master,bor de,n
ບໍດີທັມ,right duty of wife to husband,bor ne tham,n
ບໍດິນ,king,bor din,n
ບໍພິດ,ir,bor phit,n
ບໍພິດ,Your Highness,bor phit,n
ບໍພິດ,His Majesty,bor phit,n
ບໍຣະ,foreigner,bor ra,n
ບໍຣະ,enemy,bor ra,n
ບໍຣະສາດ,devil,bor ra sat,n
ບໍຣະສາດ,demon,bor ra sat,n
ບໍຣະສາດເຊື້ອ,devil,bor ra sat xeu,n
ບໍຣະສາດເຊື້ອ,demon,bor ra sat xeu,n
ບໍຣະເທດ,foreign country,bor ra that,n
ບໍຣະເທດ,other country,bor ra that,n
ບໍຣະບູນ,full,bor ra bun,adj
ບໍຣະບູນ,abundant,bor ra bun,adj
ບໍຣະບູນ,complete,bor ra bun,adj
ບໍຣະເພັດ,vine used medicinally for fever,bor ra phet,n
ບໍຣະມັດ,reality,bor ra mat,n
ບໍລິການ,help,bor li kan,v
ບໍລິການ,service,bor li kan,v
ບໍລິຈາກ,donation,bor li chak,n
ບໍລິສັດ,company,bor li sat,n
ບໍລິສັດການບິນ,airline,bor li sat kan bin,n
ບໍລິສັດຂົນສົ່ງ,transport company,bor li sat khon song,n
ບໍລິສັດຈຳກັດ,limited company,bor li sat cham kat,n
ບໍລິສຸດ,pure,bor li sut,adj
ບໍລິສຸດ,virgin,bor li sut,adj
ບໍລິສຸດໃຈ,pure in heart,bor li sut chay,adj
ບໍລິສຸດທິ,pure,bor li sat thi,adj
ບໍລິຊົນ,neighbors,bor li xon,n
ບໍລິຊົນ,followers,bor li xon,n
ບໍລິຊົນ,retinue,bor li xon,n
ບໍລິຍາຍ,storytelling,bor li yay,n
ບໍລິຍາຍ,narration,bor li yay,n
ບໍລິນາຍົກ,leader,bor li na yok,n
ບໍລິນາຍົກ,chief,bor li na yok,n
ບໍລິນາຍົກລັດ,marshall,bor li na yok lat,n
ບໍລິນາຍົກລັດ,supreme commander,bor li na yok lat,n
ບໍລິບານ,protector,bor li ban,n
ບໍລິບານ,keeper,bor li ban,n
ບໍລິບານ,guardian,bor li ban,n
ບໍລິບານ,defender,bor li ban,n
ບໍລິບູນ,complete,bor li bun,adj
ບໍລິໂພກ,consume,bor li phok,v
ບໍລິພັດ,rotate,bor li phat,v
ບໍລິພັດ,revolve,bor li phat,v
ບໍລິພັດ,turn around,bor li phat,v
ບໍລິພາດ,blame,bor li phat,v
ບໍລິພາດ,criticize,bor li phat,v
ບໍລິພາດ,censure,bor li phat,v
ບໍລິພາດ,accuse,bor li phat,v
ບໍລິພາດ,slander,bor li phat,v
ບໍລິພັນ,utensils,bor li phan,n
ບໍລິພັນ,articles,bor li phan,n
ບໍລິພັນ,equipment,bor li phan,n
ບໍລິພານ,neighbors,bor li phan,n
ບໍລິມາດ,volume,bor li mat,n
ບໍລິຮັກ,protect,bor li hak,v
ບໍລິຮັກ,defend,bor li hak,v
ບໍລິຮັກ,look after,bor li hak,v
ບໍລິວາດ,spend the night,bor li vat,n
ບໍລິວານ,satellite,bor li van,n
ບໍລິວານ,followers,bor li van,n
ບໍລິເວນ,ground,bor li ven,n
ບໍລິເວນ,area,bor li ven,n
ບໍລິເວນພາຍນອກ,enclosed space,bor li ven phay nok,n
ບໍລິຫານ,administration,bor li han,v
ບໍຣົມ,excellent,bor rom,adj
ບໍຣົມມະເຈດ,willingness,bor rom ma chet,n
ບໍຣົມມະສຸກ,supreme happiness,bor rom ma suk,n
ບໍຣົມມະທາດ,relics or bones of the Buddha,bor rom ma that,n
ບໍຣົມມະວິຫານ,most beautiful of sanctuaries,bor rom ma han,n
ບໍຣົມມະວົງ,of royal race or lineage,bor rom ma vong,adv
ບໍຣົມອັດຖິ,bone of the king,bor rom at thi,n
ບໍຣົມອັດຖິ,royal bones,bor rom at thi,n
ບໍຣົມວອນ,precious,bor rom von,adj
ບໍ່,source,bor,adv
ບໍ່,(negative or question word particle),bor,adv
ບໍ່ກ້າ,not dare to,bor ka,v
ບໍ່ກ້າຄັດຄ້ານ,not dare to oppose,bor ka khat khan,v
ບໍ່ແກ້ວ,gem mine,bor keo,v
ບໍ່ເກີດ,not realize,bor kert,adj
ບໍ່ກົວຕາຍ,not afraid to die,bor kua tay,adj
ບໍ່ກົ່ວ,lead mine,bor kua,n
ບໍ່ເກືອ,salt mine,bor keu,n
ບໍ່ໂກ້,inelegant,bor ko,adj
ບໍ່ກວ່າ,nothing better than,bor kva,adj
ບໍ່ກວ່າແຕ່,It’s up to you,bor kva tae,adv
ບໍ່ກິນເສັ້ນກັນ,not to get along well together,bor kin sen kan,v
ບໍ່ເຂົ້າກັນ,incompatible,bor khao kan,adj
ບໍ່ເຂົ້າຂ້າງເຂົ້າຂາ,neutral,bor khao khang khao kha,idiom
ບໍ່ເຂົ້າຂ້າງເຂົ້າຂາ,in the middle,bor khao khang khao kha,idiom
ບໍ່ເຂົ້າໃຈ,not to understand,bor khao chay,v
ບໍ່ເຂົ້າທ່າ,inappropriate,bor khao tha,adj
ບໍ່ເຂົ້າບໍ່ອອກ,be able to think of no way out or of no solution,bor khao bor ork,v
ບໍ່ແຂງແຮງ,weak,bor kheng heng,adj
ບໍ່ຂາດ,incessant,bor khat,adj
ບໍ່ຂາດສາຍ,continuous,bor khat say,adj
ບໍ່ຂາດສາຍ,continuously,bor khat say,adv
ບໍ່ຂາດມື,without a crack,bor khat meu,adv
ບໍ່ຂານ,fail to reply,bor khan,v
ບໍ່ຂີນ,no objection,bor khern,n
ບໍ່ຂືນ,not to refuse,bor heun,v
ບໍ່ຂຶ້ນແກ່ໃຜ,independent,bor kheun kae phai,adj
ບໍ່ຄາ,not busy,bor kha,adj
ບໍ່ຄາບໍ່ຄ້າງ,brilliant,bor kha bor khang,adj
ບໍ່ຄາບໍ່ຄ້າງ,smart,bor kha bor khang,adj
ບໍ່ຄື,not alike,bor kheu,adj
ບໍ່ຄຳ,gold mine,bor kham,n
ບໍ່ໄຄ່,seldom,bor khai,adv
ບໍ່ຄັກ,unclear,bor khak,adj
ບໍ່ຄັກ,not sure,bor khak,adj
ບໍ່ຄ່ອຍ,not to feel,bor khoy,adj
ບໍ່ຄ່ອຍຢູ່,seldom,bor khoy yu,adv
ບໍ່ຄິດຄ່າ,gratis,bor khit kha,adj
ບໍ່ຄົງ,not Invulnerable,bor khong,adj
ບໍ່ເຄີຍ,never,bor khery,adj
ບໍ່ເຄີຍ,not usually,bor khery,adj
ບໍ່ຄວນ,v,bor khuan,aux
ບໍ່ແຄ້ວ,faultless,bor khae,adj
ບໍ່ແຄ້ວ,perfect,bor khae,adj
ບໍ່ແຄ້ວບໍ່ຄົງ,vulnerable,bor khae bor khong,adj
ບໍ່ງາມ,not beautiful,bor ngam,adj
ບໍ່ງາມ,homely,bor ngam,adj
ບໍ່ງາມ,bad,bor ngam,adj
ບໍ່ງາມ,not nice,bor ngam,adj
ບໍ່ງໍ້,not to care about,bor ngor,v
ບໍ່ງ່າຍເລີຍ,not at all easy,bor ngay lery,adv
ບໍ່ເງິນ,silver mine,bor ngern,n
ບໍ່ຈັກ,don’t know,bor chak,v
ບໍ່ຈັກເທື່ອ,never,bor chak theu,adj
ບໍ່...ຈັກ...,not any,bor chak,adv
ບໍ່...ຈັກ...,followed by a classifier,bor chak,adv
ບໍ່ຈື່,forget,bor cheu,v
ບໍ່ເຈັບ,no pain,bor chep,adj
ບໍ່ຈຳ,forget,bor cham,v
ບໍ່ຈຳ,no matter,bor cham,v
ບໍ່ຈຳກັດ,unlimited,bor cham kat,adj
ບໍ່ຈິງ,FALSE,bor ching,adj
ບໍ່ຈິງ,not sure,bor ching,adj
ບໍ່ຈົ່ງ,undivided,bor chong,adj
ບໍ່ຈົບ,bad,bor chop,adj
ບໍ່ຈົບ,not good,bor chop,adj
ບໍ່ຈົບ,not all right,bor chop,adj
ບໍ່ສະດວກ,inconvenient,bor sa duak,adj
ບໍ່ສະບາຍ,unhappy sick,bor sa bay,adj
ບໍ່ສະບາຍໃຈ,unhappy,bor sa bay chay,adj
ບໍ່ສະເພາະ,not only,bor sa phor,conj
ບໍ່ສະເມີ,not often,bor sa mer,adv
ບໍ່ສະເມີ,rarely,bor sa mer,adv
ບໍ່ສະເມີ,irregularly,bor sa mer,adv
ບໍ່ສະມັກ,unwilling,bor sa mak,adj
ບໍ່ສະມັກ,involuntary,bor sa mak,adj
ບໍ່ສະອາດ,dirty,bor sa at,adj
ບໍ່ສາມາດ,unable,bor sa mat,adj
ບໍ່ສາມາດ,incapable,bor sa mat,adj
ບໍ່ສັດຊື່,dishonest,bor sat xeu,adj
ບໍ່ສຸພາບ,impolite,bor su phap,adj
ບໍ່ສູ້,seldom,bor su,adv
ບໍ່ສູ້,rarely,bor su,adv
ບສູ້ງ່າຍ,not so easy,bor su ngay,adv
ບໍ່ສູ້ຈະ,rarely,bor su cha,adv
ບໍ່ສູ້ຈະ,seldom,bor su cha,adv
ບໍ່ສິ້ນສຸດ,eternal,bor sin sut,n
ບໍ່ສົນໃຈ,uninterested,bor son chay,adj
ບໍ່ເສຽ,not to lose,bor siay,adj
ບໍ່ເສັຽພາສີ,tax-free,bor siay pha si,adj
ບໍ່ເສັຽພາສີ,duty-free,bor siay pha si,adj
ບໍ່ເສັຽເວລາ,lose no time,bor siay vae la,v
ບໍ່ສົງໃສ,no doubt,bor song sia,adv
ບໍ່ສັດຊື່,dishonest,bor sat xeu,adj
ບໍ່ສັດຊື່,disloyal,bor sat xeu,adj
ບໍ່ສຸດລົງ,eternal,bor sut long,adj
ບໍ່ສົມບູນ,imperfect,bor som bun,adj
ບໍ່ສົມເຫດສົມຜົນ,illogical,bor som het som phon,adj
ບໍ່ສົມເຫດສົມຜົນ,inconsistent,bor som het som phon,adj
ບໍ່ຊ້າ,uncaring,bor xa,adv
ບໍ່ຊ້າກໍໄວ,sooner or later,bor xa kor vai,adj
ບໍ່ຊ່າງ,incapable,bor xang,adj
ບໍ່ແຊກແຊງ,not interfere,bor xek xeng,adj
ບໍ່ແຊກແຊງ,not intervene,bor xek xeng,adj
ບໍ່ເຊື່ອ,doubt,bor xeu,v
ບໍ່ເຊື່ອຫູ,can hardly believe one’s ears,bor xeu hu,v
ບໍ່ໃຊ້ຄ່າ,without paying,bor xia kha,adv
ບເຊົາ,incessant,bor xao,adj
ບໍ່ຊຳນານ,inexperienced,bor xam nan,adj
ບໍ່ຊັກຊາ,lose not time,bor xak xa,v
ບໍ່ເຊົາ,incessant,bor xao,adj
ບໍ່ຊອບ,dislike,bor xop,v
ບໍ່ຊອບດ້ວຍກົດຫມາຍ,illegal,bor xop duay kot mai,adj
ບໍ່ຊອບທັມ,unjust,bor xop tham,adj
ບໍ່ຊອບທັມ,unethical,bor xop tham,adj
ບໍ່ຊອບຫນ້າ,not to like another’s face,bor xop na,v
ບໍ່ຍໍ້ທໍ້,not to lose courage,bor yor thor,v
ບໍ່ຍົກເວັ້ນ,without exception,bor yok ven,adv
ບໍ່ຍິນດີຍິນຮ້າຍ,indifferent,bor yin de yin hay,adj
ບໍ່ຍາກປານໃດ,it is not so difficult,bor yak pan dia,adv
ບໍ່ຍອມ,not to consent,bor yom,adv
ບໍ່ຍອມສ່ຽງ,take no chances,bor yom siang,v
ບໍ່ຍອມຖອຍແມ້ແຕ່ນ້ອຍດຽວ,refuse to give an rich,bor yom thoy mae tae noy dieo,v
ບໍ່ຍອມຟັງເຫດຜົນ,deaf to reason,bor yom phang het phon,adj
ບໍ່ຍອມໃຫ້ໄປ,refuse to let another go,bor yom hia pia,v
ບໍ່ຍອມຮັບ,refuse to admit or accept,bor yom hap,v
ບໍ່ດັ່ງນັ້ນ,if not,bor dang nan,conj
ບໍ່ດີ,bad,bor de,adj
ບໍ່ດີ,not good,bor de,adj
ບໍ່ດີໃຈ,unhappy,bor de chay,adj
ບໍ່ດັ່ງນັ້ນ,if not,bor dang nan,conj
ບໍ່ດັ່ງນັ້ນ,otherwise,bor dang nan,conj
ບໍ່ເດືອດຮ້ອນ,carefree,bor seut hon,adj
ບໍ່ເດືອດຮ້ອນ,unexcited,bor seut hon,adj
ບໍ່ດົນ,not long,bor don,adj
ບໍ່ດົນບໍ່ນານ,no longest,bor don bor nan,adv
ບໍ່ໄດ້,impossible,bor dia,v
ບໍ່ໄດ້,not able to,bor dia,v
ບໍ່ໄດ້ຄວາມ,not to make sense,bor dia khuam,v
ບໍ່ໄດ້ຄວາມສລາດຕື່ມອີກເລີຍ,not to get any smarter,bor dia khuam sa lat teum erk lery,v
ບໍ່ໄດ້ສະຕິ,unconscious,bor dia sa ti,adj
ບໍ່ໄດ້ເສັຍຫຍັງ,have nothing to lose,bor dia siay yang,v
ບໍ່ໄດ້ດັ່ງໃຈ,be unable to do what one wishes,bor dia dang chay,v
ບໍ່ໄດ້ນຶກບໍ່ໄດ້ຝັນ,undreamt-of,bor dia neuk bor dia phan,adj
ບໍ່ໄດ້ເສັຍ,neither to win nor to lose,bor dia siay,v
ບໍ່ໄດ້ບອກຈັກນ້ອຍເລີຍ,not to have said at all,bor dia bok chak noy lery,v
ບໍ່...ດອກ...,not at all,bor dok,adv
ບໍ່ໄດ້ວ່າ,did not say,bor dia va,adv
ບໍ່ໄດ້ຍິນ,did not hear,bor dia yin,adv
ບໍ່ຕາຍ,not dead,bor tay,conj
ບໍ່ແຕ່,not only,bor tae,conj
ບໍ່ຕໍ່ກັນ,discontinuous,bor tor kan,adj
ບໍ່ຕ່ຳກວ່າ,not less than,bor tam kua va,prep
ບໍ່ແຕກ,unbreakable,bor taek,adj
ບໍ່ຕົກລົງ,disagree,bor tok long,v
ບໍ່ຕົກລົງກັນ,be unsuited,bor tok long kan,v
ບໍ່ຕົກລົງກັນ,incompatible,bor tok long kan,v
ບໍ່ເຕັມໃຈ,unwilling,bor tam chay,adj
ບໍ່ເຕັມບາດ,mad,bor tam bat,adj
ບໍ່ຕົກລົງ,disagree,bor tok long,v
ບໍ່ຕ້ອງ,must not,bor tong,v
ບໍ່ຕ້ອງ,forget about it,bor tong,v
ບໍ່ຕ້ອງການ,no need,bor tong kan,v
ບໍ່ຕ້ອງເຮັດ,no need to be made,bor tong het,v
ບໍ່ຕອບ,not to answer,bor top,v
ບໍ່ຕອບ,reply,bor top,v
ບໍ່ຕິດຕໍ່ກັນ,be disjointed,bor tit tor kan,v
ບໍ່ຕິດຕໍ່ກັນ,disconnected,bor tit tor kan,v
ບໍ່ຖ່ານຫີນ,coal mine,bor than hin,n
ບໍ່ຖືກ,not right,bor theuk,adj
ບໍ່ຖືກ,incorrect,bor theuk,adj
ບໍ່ຖືກຄໍກັນ,discordant,bor theuk khor kan,adj
ບໍ່ຖືກຄໍກັນ,dissonant,bor theuk khor kan,adj
ບໍ່ຖືກກາລະເທສະ,out of place,bor theuk ka la thae sa,adv
ບໍ່ຖືກກາລະເທສະ,out of keeping,bor theuk ka la thae sa,adv
ບໍ່ຖືກຊາຕາກັນ,not to like the looks of,bor theuk xa ta kan,v
ບໍ່ຖືກຊາຕາກັນ,to be antipathetic,bor theuk xa ta kan,v
ບໍ່ຖືກຕ້ອງຕາມກົດຫມາຍ,illegal,bor theuk tok tam kot mai,adj
ບໍ່ຖືກຕ້ອງຕາມກົດຫມາຍ,unlawful,bor theuk tok tam kot mai,adj
ບໍ່ຖອງ,not to know,bor thong,v
ບໍ່ຖອງ,not to get through,bor thong,v
ບໍ່ຖອງບໍ່ເຖິງ,not finished,bor thong bor therng,v
ບໍ່ເຖິງ,not even,bor therng,adv
ບໍ່ເຖິງ,less than,bor therng,adv
ບໍ່ຖ່າຍທ້ອງ,be obstipated,bor thay,v
ບໍ່ຖ້ວນ,incomplete,bor thuan,adj
ບໍ່ທັນ,not on time,bor than,adv
ບໍ່ທັນ,not yet,bor than,adv
ບໍ່ທັນສັງເກດ,unnoticed,bor than sang kaet,adj
ບໍ່ທັນສັງເກດ,not yet observed,bor than sang kaet,adj
ບໍ່ທັນສັງເກດເຫັນ,not yet noticed,bor than sang kaet hen,adj
ບໍ່ທັນສົມບູນ,incompletely,bor than som bun,adv
ບໍ່ທັນໄດ້,not yet,bor than dia,adv
ບໍ່ທັນໄດ້,not attained yet,bor than dia,adv
ບໍ່ທັນລົດໄຟ,not miss the train,bor than lot phay,adv
ບໍ່ທັນຫມົດ,not yet finished,bor than mot,adv
ບໍ່ທັນຮູ້ຕົວ,unaware,bor than hu tua,adj
ບໍ່ທຸລະ,don’t care,bor thu la,v
ບໍ່ທຸລະ,no need to,bor thu la,v
ບໍ່ທໍ່ໃດ,not so much,bor thor dia,adv
ບໍ່ທໍ່ໃດ,not too much,bor thor dia,adv
ບໍ່ທໍ່ໃດມື້,a few days,bor thor dia ni,n
ບໍ່ເທົ່າໃດດອກ,not so much,bor thua dia dok,adv
ບເທົ່າໃດດອກ,not so very,bor thua dia dok,adv
ບໍ່ທາງໃດກໍ່ທາງນຶ່ງ,in one way or another,bor thang dia kor thang neung,idiom
ບໍ່ທ່ຽງ,inconstant,bor thiang,adj
ບໍ່ທ່ຽງ,unstable,bor thiang,adj
ບໍ່ທ່ຽງ,impermanent,bor thiang,adj
ບໍ່ທອງ,copper mine,bor thong,n
ບໍ່ທອງຄຳ,gold mine,bor thong kham,n
ບໍ່ທອງແດງ,copper mine,bor thong deng,n
ບໍ່ນານ,a moment,bor nan,adj
ບໍ່ນານ,a little time,bor nan,adj
ບນຶກບໍ່ຝັນ,unexpected,bor neuk bor phan,adj
ບໍ່ແນ່,unclear,bor nae,adj
ບໍ່ແນ່ໃຈ,unsure,bor nae chay,adj
ບໍ່ແນ່ນອນ,uncertain,bor nae non,adj
ບໍ່ນ້ຳ,water source,bor nam,n
ບນ້ຳມັນ,oil well,bor nam nam,n
ບໍ່ນ້ຳອອກ,fountain,bor nam ork,n
ບໍ່ນ້ຳອອກ,geyser,bor nam ork,n
ບໍ່ນ້ຳຮ້ອນ,hot spring,bor nam hon,n
ບໍ່ນຶກບໍ່ຝັນ,unexpected,bor neuk bor phan,adj
ບໍ່ນຶກບໍ່ຝັນ,unforeseen,bor neuk bor phan,adj
ບໍ່ນຶກຢາກ,not to feel like it,bor neuk yak,v
ບໍ່ນຶກຢາກໄດ້,not to feel like having,bor neuk yak via,v
ບໍ່ນຶກເລີຍ,have no idea,bor neuk lery,v
ບໍ່ນ້ອຍ,not little at all,bor noy,adv
ບນ້ອຍຫນ້າ,not inferior to,bor noy na,prep
ບໍ່ນັບບໍ່ຖື,disrespectful,bor nap bor theu,adj
ບໍ່ບໍລິສຸດ,impure,bor bor lo sut,adj
ບໍ່ບັນລຸ,in vain,bor ban lu,adj
ບໍ່ບັນລຸ,without success,bor ban lu,adj
ບໍ່ບັນລຸຜົນ,fruitless,bor ban lu phon,adj
ບໍ່ບັນລຸຜົນ,resultless,bor ban lu phon,adj
ບໍ່ປາຖນາຈະເຮັດ,decide not to do,bor pha tha na cha het,v
ບໍ່ປິດບັງ,make no secret,bor phit bang,v
ບໍ່ປານ,unequal,bor pan,prep
ບໍ່ເປັນ,is not,bor pen,v
ບໍ່ເປັນ,cannot,bor pen,v
ບເປັນການ,useless,bor pen kan,adj
ບໍ່ເປັນແກນສານ,immaterial,bor pen ken san,adj
ບໍ່ເປັນແກນສານ,insubstantial,bor pen ken san,adj
ບໍ່ເປັນສາເທດ,useless,bor pen sa thaet,adj
ບໍ່ເປັນສາເທດ,good for nothing,bor pen sa thaet,adj
ບໍ່ເປັນຊາດ,suitable for nothing,bor pen xat,adj
ບໍ່ເປັນຊາດ,good for nothing,bor pen xat,adj
ບໍ່ເປັນດັ່ງ,not as if,bor pen dang,conj
ບໍ່ເປັນຕາເວົ້າ,should not be said,bor pen ta vao,v
ບໍ່ເປັນຕົວຂອງຕົວເອງ,not to be oneself,bor pen tua khong tua ang,v
ບໍ່ເປັນແນວ,unimportant,bor pen nae,adj
ບໍ່ເປັນປະຕິປະຕໍ່,disjointed,bor pen pa ti pha tor,adj
ບໍ່ເປັນປະຕິປະຕໍ່,disconnected,bor pen pa ti pha tor,adj
ບໍ່ເປັນພື້ນ,good for nothing,bor pen pheun,adj
ບໍ່ເປັນເລື້ອງ,incapable,bor pen leung,adj
ບໍ່ເປັນເລື້ອງ,disable,bor pen leung,adj
ບໍ່ຫົວເປັນຂາ,formless,bor hua pen kha,adj
